日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260531,6104,芝浦機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6113,アマダ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6118,アイダエンジニアリング,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6125,岡本工作機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6134,ＦＵＪＩ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6135,牧野フライス製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6136,オーエスジー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6137,小池酸素工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6138,ダイジェット工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6140,旭ダイヤモンド工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6141,ＤＭＧ森精機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6143,ソディック,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6144,西部電機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6145,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6146,ディスコ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260531,6147,ヤマザキ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6149,小田原エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6150,タケダ機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6151,日東工器,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6155,高松機械工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6156,エーワン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6157,日進工具,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6158,和井田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6159,ミクロン精密,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6161,エスティック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6165,パンチ工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6166,中村超硬,グロース（内国株式）,3600,機械,8,機械,-,-
20260531,6167,冨士ダイス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6168,ＯＮＥ　ＧＲＯＵＰ,PRO Market,3600,機械,8,機械,-,-
20260531,6171,土木管理総合試験所,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6173,アクアライン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6174,デンタス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6176,ブランジスタ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6177,ＡｐｐＢａｎｋ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6178,日本郵政,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2,TOPIX Large70
20260531,6180,ＧＭＯメディア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6181,タメニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6182,メタリアル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6183,ベルシステム２４ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6184,鎌倉新書,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6185,ＳＭＮ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6186,一蔵,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6190,フェニックスバイオ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6191,エアトリ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6193,バーチャレクス・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6194,アトラエ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6195,ホープ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6196,ストライクグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260531,6197,ソラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6198,キャリア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6199,セラク,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6200,インソース,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260531,6201,豊田自動織機,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20260531,6203,豊和工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6208,石川製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6209,リケンＮＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6217,津田駒工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6218,エンシュウ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6222,島精機製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6223,西部技研,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6224,ＪＲＣ,グロース（内国株式）,3600,機械,8,機械,-,-
20260531,6226,守谷輸送機工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6227,ＡＩメカテック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6228,ジェイ・イー・ティ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6229,オーケーエム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6230,ＳＡＮＥＩ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6231,木村工機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6232,ＡＣＳＬ,グロース（内国株式）,3600,機械,8,機械,-,-
20260531,6233,ＫＬＡＳＳ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6235,オプトラン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6237,イワキポンプ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6238,フリュー,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6239,ナガオカ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6240,ヤマシンフィルタ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6245,ヒラノテクシード,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6246,テクノスマート,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6247,日阪製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6248,横田製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6249,ゲームカードホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6250,やまびこ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6254,野村マイクロ・サイエンス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6255,エヌ・ピー・シー,グロース（内国株式）,3600,機械,8,機械,-,-
20260531,6257,藤商事,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6258,平田機工,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6262,ＰＥＧＡＳＵＳ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6264,マルマエ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6265,コンバム,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6266,タツモ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6267,ゼネラルパッカー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6268,ナブテスコ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6269,三井海洋開発,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6272,レオン自動機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6273,ＳＭＣ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260531,6276,シリウスビジョン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6277,ホソカワミクロン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6278,ユニオンツール,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6279,瑞光,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6282,オイレス工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6284,日精エー・エス・ビー機械,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6286,靜甲,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6287,サトー,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6289,技研製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6291,日本エアーテック,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6292,カワタ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6294,オカダアイヨン,プライム（内国株式）,3600,機械,8,機械,-,-
20260531,6298,ワイエイシイホールディングス,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6301,小松製作所,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260531,6302,住友重機械工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6305,日立建機,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6306,日工,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6307,サンセイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6309,巴工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6310,井関農機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6315,ＴＯＷＡ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6316,丸山製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6317,北川鉄工所,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6322,タクミナ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6323,ローツェ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6324,ハーモニック・ドライブ・システムズ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6325,タカキタ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6326,クボタ,プライム（内国株式）,3600,機械,8,機械,2,TOPIX Large70
20260531,6327,北川精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6328,荏原実業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6330,東洋エンジニアリング,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260531,6331,三菱化工機,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6332,月島ホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6333,ＴＥＩＫＯＫＵ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6334,明治機械,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6335,東京機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6336,石井表記,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6337,テセック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6338,タカトリ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6339,新東工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6340,澁谷工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6342,太平製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6343,フリージア・マクロス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6345,アイチ　コーポレーション,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6346,キクカワエンタープライズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6347,プラコー,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6349,小森コーポレーション,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6351,鶴見製作所,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6356,日本ギア工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6357,三精テクノロジーズ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6358,酒井重工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6360,東京自働機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6361,荏原製作所,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6363,酉島製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6364,ＡＩＲＭＡＮ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6365,電業社機械製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6366,千代田化工建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20260531,6367,ダイキン工業,プライム（内国株式）,3600,機械,8,機械,1,TOPIX Core30
20260531,6368,オルガノ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6369,トーヨーカネツ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6370,栗田工業,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6371,椿本チエイン,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6376,日機装,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260531,6378,木村化工機,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6379,レイズネクスト,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260531,6380,オリエンタルチエン工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6381,アネスト岩田,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6382,トリニティ工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6383,ダイフク,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6384,昭和真空,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6387,サムコ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6390,加藤製作所,プライム（内国株式）,3600,機械,8,機械,-,-
20260531,6391,加地テック,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6392,ヤマダコーポレーション,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6393,油研工業,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6395,タダノ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6396,宇野澤組鐵工所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6400,不二精機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6402,兼松エンジニアリング,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6403,水道機工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6405,鈴茂器工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6407,ＣＫＤ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6408,小倉クラッチ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6412,平和,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6413,理想科学工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6417,ＳＡＮＫＹＯ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6418,日本金銭機械,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6419,マースグループホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6420,ガリレイ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6424,高見沢サイバネティックス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6425,ユニバーサルエンターテインメント,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6428,オーイズミ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6430,ダイコク電機,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6432,竹内製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6433,ヒーハイスト,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6436,アマノ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6440,ＪＵＫＩ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6444,サンデン,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6445,ジャノメ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6448,ブラザー工業,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6454,マックス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6455,モリタホールディングス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20260531,6457,グローリー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6458,新晃工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6459,大和冷機工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6460,セガサミーホールディングス,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6463,ＴＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6464,ツバキ・ナカシマ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6465,ホシザキ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6466,ＴＶＥ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6467,ニチダイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6469,放電精密加工研究所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6470,大豊工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6471,日本精工,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6472,ＮＴＮ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6473,ジェイテクト,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6474,不二越,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6479,ミネベアミツミ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6480,日本トムソン,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6481,ＴＨＫ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6482,ＹＵＳＨＩＮ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6484,ＫＶＫ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6485,前澤給装工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20260531,6486,イーグル工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6488,ヨシタケ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6490,ＰＩＬＬＡＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6492,岡野バルブ製造,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6493,ＮＩＴＴＡＮ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20260531,6494,ＮＦＫホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6495,宮入バルブ製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6496,中北製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6497,ハマイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260531,6498,キッツ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20260531,6501,日立製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20260531,6503,三菱電機,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20260531,6504,富士電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6505,東洋電機製造,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6506,安川電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6507,シンフォニアテクノロジー,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6508,明電舎,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6513,オリジン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6516,山洋電気,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6517,デンヨー,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20260531,6518,三相電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6521,オキサイド,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6522,アスタリスク,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6523,ＰＨＣホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6524,湖北工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6526,ソシオネクスト,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6527,ワカ製作所,PRO Market,3650,電気機器,9,電機・精密,-,-
20260531,6532,ベイカレント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20260531,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6535,アイモバイル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6537,ＷＡＳＨハウス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6538,ディスラプターズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6540,船場,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6543,日宣,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6544,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20260531,6545,インターネットインフィニティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6546,フルテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6547,グリーンズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6548,旅工房,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6549,ディーエムソリューションズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6551,ツナググループ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6552,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6554,エスユーエス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6557,ＡＩＡＩグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6558,クックビズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6560,エル・ティー・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6562,ジーニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6563,みらいワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6564,ミダックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6566,要興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6568,神戸天然物化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6570,共和コーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6571,キュービーネットホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6572,オープングループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260531,6573,ＣＲＡＶＩＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6574,コンヴァノ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6576,揚工舎,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6577,ベストワンドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6578,コレックホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6579,ログリー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6580,ライトアップ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,6584,三櫻工業,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20260531,6586,マキタ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20260531,6588,東芝テック,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6590,芝浦メカトロニクス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260531,6592,マブチモーター,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260531,6594,ニデック,プライム（内国株式）,3650,電気機器,9,電機・精密,-,-
20260531,6596,筑波精工,PRO Market,3650,電気機器,9,電機・精密,-,-
20260531,6597,ＨＰＣシステムズ,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
