日時,総評価額,総取得額,総損益,総損益率
2026-06-14 04:05,163439.0,152266.0,11171.0,7.34
2026-06-14 04:06,163439.0,152266.0,11171.0,7.34
2026-06-14 04:16,163439.0,152266.0,11171.0,7.34
